"response__warnings__warning","response__warnings__description","response__total","response__dateFormat","response__frequency","response__data__period","response__data__subba","response__data__subba-name","response__data__parent","response__data__parent-name","response__data__value","response__data__value-units","response__description","request__command","request__params__frequency","request__params__data__-","request__params__sort__column","request__params__sort__direction","request__params__offset","request__params__length","request__params__api_key","apiVersion"
"","","","","","2023-07-22T04","DOM","Dominion Virginia Power zone","PJM","PJM Interconnection, LLC","14430","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","EAST","East","ERCO","Electric Reliability Council of Texas, Inc.","2419","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","WFEC","Western Farmers Electric Cooperative","SWPP","Southwest Power Pool","1224","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","6476","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","24974","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","WR","Westar Energy","SWPP","Southwest Power Pool","3783","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","LAC","Los Alamos County","PNM","Public Service Company of New Mexico","75","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","AP","Allegheny Power zone","PJM","PJM Interconnection, LLC","5280","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","INDN","Independence Power & Light","SWPP","Southwest Power Pool","126","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","KACY","Kansas City Board of Public Utilities","SWPP","Southwest Power Pool","304","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","Frep","Freeport","PNM","Public Service Company of New Mexico","34","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","ZOND","North","NYIS","New York Independent System Operator","626","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","ATSI","American Transmission Systems, Inc. zone","PJM","PJM Interconnection, LLC","7155","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","OKGE","Oklahoma Gas and Electric Co.","SWPP","Southwest Power Pool","4462","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","DPL","Delmarva Power & Light zone","PJM","PJM Interconnection, LLC","2296","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","WAUE","Western Area Power Upper Great Plains East","SWPP","Southwest Power Pool","3774","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","Jica","Jicarilla Apache Nation","PNM","Public Service Company of New Mexico","3","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","VEA","Valley Electric Association","CISO","California Independent System Operator","135","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","SCE","Southern California Edison","CISO","California Independent System Operator","18474","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","3074","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","BC","Baltimore Gas & Electric zone","PJM","PJM Interconnection, LLC","3710","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","PS","Public Service Electric & Gas zone","PJM","PJM Interconnection, LLC","5929","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","AE","Atlantic Electric zone","PJM","PJM Interconnection, LLC","1583","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","AEP","American Electric Power zone","PJM","PJM Interconnection, LLC","13940","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","KAFB","Kirtland Air Force Base","PNM","Public Service Company of New Mexico","56","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","TSGT","Tri-State Generation and Transmission","PNM","Public Service Company of New Mexico","355","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","NCEN","North Central","ERCO","Electric Reliability Council of Texas, Inc.","20698","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","SCEN","South Central","ERCO","Electric Reliability Council of Texas, Inc.","11554","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","JC","Jersey Central Power & Light zone","PJM","PJM Interconnection, LLC","3136","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","ZONJ","New York City","NYIS","New York Independent System Operator","6750","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","ZONB","Genesee","NYIS","New York Independent System Operator","1085","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","SECI","Sunflower Electric","SWPP","Southwest Power Pool","702","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","27","Zones 2 and 7","MISO","Midcontinent Independent System Operator, Inc.","18576","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","SOUT","South","ERCO","Electric Reliability Council of Texas, Inc.","5133","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","DEOK","Duke Energy Ohio/Kentucky zone","PJM","PJM Interconnection, LLC","3035","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","COAS","Coast","ERCO","Electric Reliability Council of Texas, Inc.","17843","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","SPS","Southwestern Public Service Company","SWPP","Southwest Power Pool","4968","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","ZONA","West","NYIS","New York Independent System Operator","1691","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","ZONK","Long Island","NYIS","New York Independent System Operator","3034","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","FWES","Far West","ERCO","Electric Reliability Council of Texas, Inc.","6384","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","ZONG","Hudson Valley","NYIS","New York Independent System Operator","1267","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","ZONF","Capital","NYIS","New York Independent System Operator","1380","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","NTUA","Navajo Tribal Utility Authority","PNM","Public Service Company of New Mexico","27","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","4","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","5247","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","PN","Pennsylvania Electric zone","PJM","PJM Interconnection, LLC","1794","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","ZONC","Central","NYIS","New York Independent System Operator","1676","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","EKPC","East Kentucky Power Cooperative zone","PJM","PJM Interconnection, LLC","1643","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","NRTH","North","ERCO","Electric Reliability Council of Texas, Inc.","1720","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","18844","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","ZONH","Millwood","NYIS","New York Independent System Operator","391","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1691","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","SPRM","City of Springfield","SWPP","Southwest Power Pool","385","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","MPS","KCP&L Greater Missouri Operations","SWPP","Southwest Power Pool","1078","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","LES","Lincoln Electric System","SWPP","Southwest Power Pool","434","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","PE","PECO Energy zone","PJM","PJM Interconnection, LLC","4785","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","RECO","Rockland Electric (East) zone","PJM","PJM Interconnection, LLC","203","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","PEP","Potomac Electric Power zone","PJM","PJM Interconnection, LLC","3604","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","CE","Commonwealth Edison zone","PJM","PJM Interconnection, LLC","11578","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","GRDA","Grand River Dam Authority","SWPP","Southwest Power Pool","763","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","6","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","9820","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","DAY","Dayton Power & Light zone","PJM","PJM Interconnection, LLC","1848","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","KCEC","Kit Carson Electric Cooperative","PNM","Public Service Company of New Mexico","33","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","ZONI","Dunwoodie","NYIS","New York Independent System Operator","784","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","816","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","EDE","Empire District Electric Company","SWPP","Southwest Power Pool","634","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T04","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","1705","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T03","ZONK","Long Island","NYIS","New York Independent System Operator","3315","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T03","PN","Pennsylvania Electric zone","PJM","PJM Interconnection, LLC","1959","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T03","KCEC","Kit Carson Electric Cooperative","PNM","Public Service Company of New Mexico","20","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T03","6","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","10537","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T03","SCEN","South Central","ERCO","Electric Reliability Council of Texas, Inc.","12310","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T03","ZOND","North","NYIS","New York Independent System Operator","634","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T03","ZONI","Dunwoodie","NYIS","New York Independent System Operator","849","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T03","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","2073","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T03","Frep","Freeport","PNM","Public Service Company of New Mexico","34","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T03","DEOK","Duke Energy Ohio/Kentucky zone","PJM","PJM Interconnection, LLC","3267","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T03","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","18944","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T03","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1782","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T03","ATSI","American Transmission Systems, Inc. zone","PJM","PJM Interconnection, LLC","7772","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T03","RECO","Rockland Electric (East) zone","PJM","PJM Interconnection, LLC","224","megawatthours","","","","","","","","","",""
"","","","","","2023-07-22T03","BC","Baltimore Gas & Electric zone","PJM","PJM Interconnection, LLC","4056","megawatthours","","","","","","","","","",""
